Year,Month,Month_name,Date,PM25,Malaria,Temp_C,Rainfall_mm,PM25_lag1,PM25_lag2,Rainfall_lag1
2003,3,Mar,2003-03-15,17.824753170730443,25.036919975,30.2,32.7,19.195888030017397,16.45361831144348,8.6
2003,4,Apr,2003-04-15,15.082483452156527,32.5479959675,32.8,72.2,17.824753170730443,19.195888030017397,32.7
2003,5,May,2003-05-15,12.340213733582614,55.081223945000005,31.1,141.1,15.082483452156527,17.824753170730443,72.2
2003,6,Jun,2003-06-15,10.694851902438264,65.095991935,29.8,181.5,12.340213733582614,15.082483452156527,141.1
2003,7,Jul,2003-07-15,9.87217098686609,70.10337593,29.4,200.3,10.694851902438264,12.340213733582614,181.5
2003,8,Aug,2003-08-15,9.597944015008698,72.6070679275,29.2,221.4,9.87217098686609,10.694851902438264,200.3
2003,9,Sep,2003-09-15,10.283511444652177,75.110759925,28.7,252.6,9.597944015008698,9.87217098686609,221.4
2003,10,Oct,2003-10-15,10.969078874295656,65.095991935,28.0,221.9,10.283511444652177,9.597944015008698,252.6
2003,11,Nov,2003-11-15,13.71134859286957,47.5701479525,27.0,83.2,10.969078874295656,10.283511444652177,221.9
2003,12,Dec,2003-12-15,15.768050881800004,35.051687965,25.9,22.1,13.71134859286957,10.969078874295656,83.2
2004,1,Jan,2004-01-15,18.93087163615175,23.529944306,26.1,10.4,15.768050881800004,13.71134859286957,22.1
2004,2,Feb,2004-02-15,22.086016908843707,19.251772614,27.8,8.6,18.93087163615175,15.768050881800004,10.4
2004,3,Mar,2004-03-15,20.50844427249773,21.39085846,30.2,32.7,22.086016908843707,18.93087163615175,8.6
2004,4,Apr,2004-04-15,17.353298999805773,27.808115998,32.8,72.2,20.50844427249773,22.086016908843707,32.7
2004,5,May,2004-05-15,14.198153727113812,47.059888612,31.1,141.1,17.353298999805773,20.50844427249773,72.2
2004,6,Jun,2004-06-15,12.305066563498638,55.616231996,29.8,181.5,14.198153727113812,17.353298999805773,141.1
2004,7,Jul,2004-07-15,11.35852298169105,59.894403688,29.4,200.3,12.305066563498638,14.198153727113812,181.5
2004,8,Aug,2004-08-15,11.043008454421853,62.033489534,29.2,221.4,11.35852298169105,12.305066563498638,200.3
2004,9,Sep,2004-09-15,11.831794772594844,64.17257538,28.7,252.6,11.043008454421853,11.35852298169105,221.4
2004,10,Oct,2004-10-15,12.620581090767834,55.616231996,28.0,221.9,11.831794772594844,11.043008454421853,252.6
2004,11,Nov,2004-11-15,15.77572636345979,40.642631074,27.0,83.2,12.620581090767834,11.831794772594844,221.9
2004,12,Dec,2004-12-15,18.142085317978758,29.947201844,25.9,22.1,15.77572636345979,12.620581090767834,83.2
2005,1,Jan,2005-01-15,21.0682744062946,22.361733278500004,26.1,10.4,18.142085317978758,15.77572636345979,22.1
2005,2,Feb,2005-02-15,24.579653474010364,18.2959635915,27.8,8.6,21.0682744062946,18.142085317978758,10.4
2005,3,Mar,2005-03-15,22.823963940152485,20.328848435,30.2,32.7,24.579653474010364,21.0682744062946,8.6
2005,4,Apr,2005-04-15,19.31258487243672,26.427502965500004,32.8,72.2,22.823963940152485,24.579653474010364,32.7
2005,5,May,2005-05-15,15.80120580472095,44.72346655700001,31.1,141.1,19.31258487243672,22.823963940152485,72.2
2005,6,Jun,2005-06-15,13.69437836409149,52.85500593100001,29.8,181.5,15.80120580472095,19.31258487243672,141.1
2005,7,Jul,2005-07-15,12.64096464377676,56.920775618,29.4,200.3,13.69437836409149,15.80120580472095,181.5
2005,8,Aug,2005-08-15,12.289826737005182,58.9536604615,29.2,221.4,12.64096464377676,13.69437836409149,200.3
2005,9,Sep,2005-09-15,13.167671503934125,60.98654530500001,28.7,252.6,12.289826737005182,12.64096464377676,221.4
2005,10,Oct,2005-10-15,14.045516270863068,52.85500593100001,28.0,221.9,13.167671503934125,12.289826737005182,252.6
2005,11,Nov,2005-11-15,17.556895338578833,38.6248120265,27.0,83.2,14.045516270863068,13.167671503934125,221.9
2005,12,Dec,2005-12-15,20.190429639365657,28.460387809,25.9,22.1,17.556895338578833,14.045516270863068,83.2
2006,1,Jan,2006-01-15,23.375602453720187,24.826964013500003,26.1,10.4,20.190429639365657,17.556895338578833,22.1
2006,2,Feb,2006-02-15,27.271536196006885,20.3129705565,27.8,8.6,23.375602453720187,20.190429639365657,10.4
2006,3,Mar,2006-03-15,25.323569324863538,22.569967285,30.2,32.7,27.271536196006885,23.375602453720187,8.6
2006,4,Apr,2006-04-15,21.42763558257684,29.3409574705,32.8,72.2,25.323569324863538,27.271536196006885,32.7
2006,5,May,2006-05-15,17.531701840290143,49.653928027000006,31.1,141.1,21.42763558257684,25.323569324863538,72.2
2006,6,Jun,2006-06-15,15.194141594918122,58.681914941,29.8,181.5,17.531701840290143,21.42763558257684,141.1
2006,7,Jul,2006-07-15,14.025361472232113,63.195908398,29.4,200.3,15.194141594918122,17.531701840290143,181.5
2006,8,Aug,2006-08-15,13.635768098003442,65.4529051265,29.2,221.4,14.025361472232113,15.194141594918122,200.3
2006,9,Sep,2006-09-15,14.609751533575118,67.709901855,28.7,252.6,13.635768098003442,14.025361472232113,221.4
2006,10,Oct,2006-10-15,15.583734969146793,58.681914941,28.0,221.9,14.609751533575118,13.635768098003442,252.6
2006,11,Nov,2006-11-15,19.47966871143349,42.8829378415,27.0,83.2,15.583734969146793,14.609751533575118,221.9
2006,12,Dec,2006-12-15,22.401619018148512,31.597954199,25.9,22.1,19.47966871143349,15.583734969146793,83.2
2007,1,Jan,2007-01-15,25.51300522386304,10.677619832,26.1,10.4,22.401619018148512,19.47966871143349,22.1
2007,2,Feb,2007-02-15,29.765172761173545,8.736234408,27.8,8.6,25.51300522386304,22.401619018148512,10.4
2007,3,Mar,2007-03-15,27.639088992518296,9.70692712,30.2,32.7,29.765172761173545,25.51300522386304,8.6
2007,4,Apr,2007-04-15,23.38692145520779,12.619005256,32.8,72.2,27.639088992518296,29.765172761173545,32.7
2007,5,May,2007-05-15,19.13475391789728,21.355239664,31.1,141.1,23.38692145520779,27.639088992518296,72.2
2007,6,Jun,2007-06-15,16.58345339551098,25.238010512,29.8,181.5,19.13475391789728,23.38692145520779,141.1
2007,7,Jul,2007-07-15,15.307803134317824,27.179395936,29.4,200.3,16.58345339551098,19.13475391789728,181.5
2007,8,Aug,2007-08-15,14.882586380586773,28.150088647999997,29.2,221.4,15.307803134317824,16.58345339551098,200.3
2007,9,Sep,2007-09-15,15.9456282649144,29.12078136,28.7,252.6,14.882586380586773,15.307803134317824,221.4
2007,10,Oct,2007-10-15,17.00867014924203,25.238010512,28.0,221.9,15.9456282649144,14.882586380586773,252.6
2007,11,Nov,2007-11-15,21.260837686552534,18.443161527999997,27.0,83.2,17.00867014924203,15.9456282649144,221.9
2007,12,Dec,2007-12-15,24.44996333953541,13.589697968,25.9,22.1,21.260837686552534,17.00867014924203,83.2
2008,1,Jan,2008-01-15,27.650407994005914,11.821590143000002,26.1,10.4,24.44996333953541,21.260837686552534,22.1
2008,2,Feb,2008-02-15,32.258809326340234,9.672210117,27.8,8.6,27.650407994005914,24.44996333953541,10.4
2008,3,Mar,2008-03-15,29.954608660173076,10.74690013,30.2,32.7,32.258809326340234,27.650407994005914,8.6
2008,4,Apr,2008-04-15,25.34620732783876,13.970970169000001,32.8,72.2,29.954608660173076,32.258809326340234,32.7
2008,5,May,2008-05-15,20.737805995504438,23.643180286000003,31.1,141.1,25.34620732783876,29.954608660173076,72.2
2008,6,Jun,2008-06-15,17.972765196103847,27.941940338000002,29.8,181.5,20.737805995504438,25.34620732783876,141.1
2008,7,Jul,2008-07-15,16.59024479640355,30.091320363999998,29.4,200.3,17.972765196103847,20.737805995504438,181.5
2008,8,Aug,2008-08-15,16.129404663170117,31.166010377,29.2,221.4,16.59024479640355,17.972765196103847,200.3
2008,9,Sep,2008-09-15,17.281504996253698,32.24070039,28.7,252.6,16.129404663170117,16.59024479640355,221.4
2008,10,Oct,2008-10-15,18.43360532933728,27.941940338000002,28.0,221.9,17.281504996253698,16.129404663170117,252.6
2008,11,Nov,2008-11-15,23.042006661671596,20.419110247,27.0,83.2,18.43360532933728,17.281504996253698,221.9
2008,12,Dec,2008-12-15,26.498307660922332,15.045660181999999,25.9,22.1,23.042006661671596,18.43360532933728,83.2
2009,1,Jan,2009-01-15,29.617885486866104,23.083849800000003,26.1,10.4,26.498307660922332,23.042006661671596,22.1
2009,2,Feb,2009-02-15,34.55419973467712,18.8867862,27.8,8.6,29.617885486866104,26.498307660922332,10.4
2009,3,Mar,2009-03-15,32.086042610771614,20.985318,30.2,32.7,34.55419973467712,29.617885486866104,8.6
2009,4,Apr,2009-04-15,27.149728362960598,27.2809134,32.8,72.2,32.086042610771614,34.55419973467712,32.7
2009,5,May,2009-05-15,22.21341411514958,46.167699600000006,31.1,141.1,27.149728362960598,32.086042610771614,72.2
2009,6,Jun,2009-06-15,19.25162556646297,54.5618268,29.8,181.5,22.21341411514958,27.149728362960598,141.1
2009,7,Jul,2009-07-15,17.770731292119663,58.75889039999999,29.4,200.3,19.25162556646297,22.21341411514958,181.5
2009,8,Aug,2009-08-15,17.27709986733856,60.857422199999995,29.2,221.4,17.770731292119663,19.25162556646297,200.3
2009,9,Sep,2009-09-15,18.511178429291316,62.955954,28.7,252.6,17.27709986733856,17.770731292119663,221.4
2009,10,Oct,2009-10-15,19.745256991244073,54.5618268,28.0,221.9,18.511178429291316,17.27709986733856,252.6
2009,11,Nov,2009-11-15,24.68157123905509,39.872104199999995,27.0,83.2,19.745256991244073,18.511178429291316,221.9
2009,12,Dec,2009-12-15,28.38380692491335,29.379445199999996,25.9,22.1,24.68157123905509,19.745256991244073,83.2
2010,1,Jan,2010-01-15,25.126811999999997,18.836619972500003,26.1,10.4,28.38380692491335,24.68157123905509,22.1
2010,2,Feb,2010-02-15,29.314614,15.4117799775,27.8,8.6,25.126811999999997,28.38380692491335,10.4
2010,3,Mar,2010-03-15,27.220713,17.124199975,30.2,32.7,29.314614,25.126811999999997,8.6
2010,4,Apr,2010-04-15,23.032911000000002,22.261459967500002,32.8,72.2,27.220713,29.314614,32.7
2010,5,May,2010-05-15,18.845109,37.673239945000006,31.1,141.1,23.032911000000002,27.220713,72.2
2010,6,Jun,2010-06-15,16.3324278,44.522919935000004,29.8,181.5,18.845109,23.032911000000002,141.1
2010,7,Jul,2010-07-15,15.0760872,47.94775993,29.4,200.3,16.3324278,18.845109,181.5
2010,8,Aug,2010-08-15,14.657307,49.660179927499996,29.2,221.4,15.0760872,16.3324278,200.3
2010,9,Sep,2010-09-15,15.7042575,51.372599925,28.7,252.6,14.657307,15.0760872,221.4
2010,10,Oct,2010-10-15,16.751208000000002,44.522919935000004,28.0,221.9,15.7042575,14.657307,252.6
2010,11,Nov,2010-11-15,20.93901,32.5359799525,27.0,83.2,16.751208000000002,15.7042575,221.9
2010,12,Dec,2010-12-15,24.079861499999996,23.973879965,25.9,22.1,20.93901,16.751208000000002,83.2
2011,1,Jan,2011-01-15,37.08,19.327241538000003,26.1,10.4,24.079861499999996,20.93901,22.1
2011,2,Feb,2011-02-15,43.26,15.813197622,27.8,8.6,37.08,24.079861499999996,10.4
2011,3,Mar,2011-03-15,40.17,17.57021958,30.2,32.7,43.26,37.08,8.6
2011,4,Apr,2011-04-15,33.99,22.841285454,32.8,72.2,40.17,43.26,32.7
2011,5,May,2011-05-15,27.81,38.654483076000005,31.1,141.1,33.99,40.17,72.2
2011,6,Jun,2011-06-15,24.102,45.682570908,29.8,181.5,27.81,33.99,141.1
2011,7,Jul,2011-07-15,22.247999999999998,49.196614823999994,29.4,200.3,24.102,27.81,181.5
2011,8,Aug,2011-08-15,21.63,50.953636782,29.2,221.4,22.247999999999998,24.102,200.3
2011,9,Sep,2011-09-15,23.174999999999997,52.71065874,28.7,252.6,21.63,22.247999999999998,221.4
2011,10,Oct,2011-10-15,24.72,45.682570908,28.0,221.9,23.174999999999997,21.63,252.6
2011,11,Nov,2011-11-15,30.9,33.383417202,27.0,83.2,24.72,23.174999999999997,221.9
2011,12,Dec,2011-12-15,35.535,24.598307411999997,25.9,22.1,30.9,24.72,83.2
2012,1,Jan,2012-01-15,37.56,13.451148106000002,26.1,10.4,35.535,30.9,22.1
2012,2,Feb,2012-02-15,43.82,11.005484814,27.8,8.6,37.56,35.535,10.4
2012,3,Mar,2012-03-15,40.690000000000005,12.22831646,30.2,32.7,43.82,37.56,8.6
2012,4,Apr,2012-04-15,34.43000000000001,15.896811398,32.8,72.2,40.690000000000005,43.82,32.7
2012,5,May,2012-05-15,28.17,26.902296212000003,31.1,141.1,34.43000000000001,40.690000000000005,72.2
2012,6,Jun,2012-06-15,24.414,31.793622796,29.8,181.5,28.17,34.43000000000001,141.1
2012,7,Jul,2012-07-15,22.536,34.239286088,29.4,200.3,24.414,28.17,181.5
2012,8,Aug,2012-08-15,21.91,35.462117734,29.2,221.4,22.536,24.414,200.3
2012,9,Sep,2012-09-15,23.475,36.68494938,28.7,252.6,21.91,22.536,221.4
2012,10,Oct,2012-10-15,25.040000000000003,31.793622796,28.0,221.9,23.475,21.91,252.6
2012,11,Nov,2012-11-15,31.3,23.233801274,27.0,83.2,25.040000000000003,23.475,221.9
2012,12,Dec,2012-12-15,35.995,17.119643044,25.9,22.1,31.3,25.040000000000003,83.2
2013,1,Jan,2013-01-15,36.36,8.6030820425,26.1,10.4,35.995,31.3,22.1
2013,2,Feb,2013-02-15,42.42,7.0388853075,27.8,8.6,36.36,35.995,10.4
2013,3,Mar,2013-03-15,39.39,7.820983675,30.2,32.7,42.42,36.36,8.6
2013,4,Apr,2013-04-15,33.330000000000005,10.1672787775,32.8,72.2,39.39,42.42,32.7
2013,5,May,2013-05-15,27.27,17.206164085,31.1,141.1,33.330000000000005,39.39,72.2
2013,6,Jun,2013-06-15,23.634,20.334557555,29.8,181.5,27.27,33.330000000000005,141.1
2013,7,Jul,2013-07-15,21.816,21.89875429,29.4,200.3,23.634,27.27,181.5
2013,8,Aug,2013-08-15,21.21,22.680852657499997,29.2,221.4,21.816,23.634,200.3
2013,9,Sep,2013-09-15,22.725,23.462951025,28.7,252.6,21.21,21.816,221.4
2013,10,Oct,2013-10-15,24.240000000000002,20.334557555,28.0,221.9,22.725,21.21,252.6
2013,11,Nov,2013-11-15,30.3,14.859868982499998,27.0,83.2,24.240000000000002,22.725,221.9
2013,12,Dec,2013-12-15,34.845,10.949377145,25.9,22.1,30.3,24.240000000000002,83.2
2014,1,Jan,2014-01-15,34.32,12.0739960825,26.1,10.4,34.845,30.3,22.1
2014,2,Feb,2014-02-15,40.04,9.8787240675,27.8,8.6,34.32,34.845,10.4
2014,3,Mar,2014-03-15,37.18,10.976360075,30.2,32.7,40.04,34.32,8.6
2014,4,Apr,2014-04-15,31.460000000000004,14.269268097500001,32.8,72.2,37.18,40.04,32.7
2014,5,May,2014-05-15,25.740000000000002,24.147992165,31.1,141.1,31.460000000000004,37.18,72.2
2014,6,Jun,2014-06-15,22.308000000000003,28.538536195000002,29.8,181.5,25.740000000000002,31.460000000000004,141.1
2014,7,Jul,2014-07-15,20.592,30.73380821,29.4,200.3,22.308000000000003,25.740000000000002,181.5
2014,8,Aug,2014-08-15,20.02,31.8314442175,29.2,221.4,20.592,22.308000000000003,200.3
2014,9,Sep,2014-09-15,21.450000000000003,32.929080225,28.7,252.6,20.02,20.592,221.4
2014,10,Oct,2014-10-15,22.880000000000003,28.538536195000002,28.0,221.9,21.450000000000003,20.02,252.6
2014,11,Nov,2014-11-15,28.6,20.8550841425,27.0,83.2,22.880000000000003,21.450000000000003,221.9
2014,12,Dec,2014-12-15,32.89,15.366904105,25.9,22.1,28.6,22.880000000000003,83.2
2015,1,Jan,2015-01-15,32.16,10.829466719500001,26.1,10.4,32.89,28.6,22.1
2015,2,Feb,2015-02-15,37.519999999999996,8.860472770500001,27.8,8.6,32.16,32.89,10.4
2015,3,Mar,2015-03-15,34.84,9.844969745,30.2,32.7,37.519999999999996,32.16,8.6
2015,4,Apr,2015-04-15,29.480000000000004,12.7984606685,32.8,72.2,34.84,37.519999999999996,32.7
2015,5,May,2015-05-15,24.12,21.658933439000002,31.1,141.1,29.480000000000004,34.84,72.2
2015,6,Jun,2015-06-15,20.904,25.596921337,29.8,181.5,24.12,29.480000000000004,141.1
2015,7,Jul,2015-07-15,19.296,27.565915286,29.4,200.3,20.904,24.12,181.5
2015,8,Aug,2015-08-15,18.759999999999998,28.5504122605,29.2,221.4,19.296,20.904,200.3
2015,9,Sep,2015-09-15,20.1,29.534909235,28.7,252.6,18.759999999999998,19.296,221.4
2015,10,Oct,2015-10-15,21.44,25.596921337,28.0,221.9,20.1,18.759999999999998,252.6
2015,11,Nov,2015-11-15,26.8,18.7054425155,27.0,83.2,21.44,20.1,221.9
2015,12,Dec,2015-12-15,30.819999999999997,13.782957643,25.9,22.1,26.8,21.44,83.2
2016,1,Jan,2016-01-15,30.24,6.0541457295,26.1,10.4,30.819999999999997,26.8,22.1
2016,2,Feb,2016-02-15,35.279999999999994,4.9533919605,27.8,8.6,30.24,30.819999999999997,10.4
2016,3,Mar,2016-03-15,32.76,5.503768845,30.2,32.7,35.279999999999994,30.24,8.6
2016,4,Apr,2016-04-15,27.720000000000002,7.1548994985,32.8,72.2,32.76,35.279999999999994,32.7
2016,5,May,2016-05-15,22.68,12.108291459,31.1,141.1,27.720000000000002,32.76,72.2
2016,6,Jun,2016-06-15,19.656,14.309798997,29.8,181.5,22.68,27.720000000000002,141.1
2016,7,Jul,2016-07-15,18.144,15.410552765999999,29.4,200.3,19.656,22.68,181.5
2016,8,Aug,2016-08-15,17.639999999999997,15.960929650499999,29.2,221.4,18.144,19.656,200.3
2016,9,Sep,2016-09-15,18.9,16.511306535,28.7,252.6,17.639999999999997,18.144,221.4
2016,10,Oct,2016-10-15,20.16,14.309798997,28.0,221.9,18.9,17.639999999999997,252.6
2016,11,Nov,2016-11-15,25.2,10.4571608055,27.0,83.2,20.16,18.9,221.9
2016,12,Dec,2016-12-15,28.979999999999997,7.705276382999999,25.9,22.1,25.2,20.16,83.2
2017,1,Jan,2017-01-15,30.72,9.7498033105,26.1,10.4,28.979999999999997,25.2,22.1
2017,2,Feb,2017-02-15,35.839999999999996,7.9771117995,27.8,8.6,30.72,28.979999999999997,10.4
2017,3,Mar,2017-03-15,33.28,8.863457555,30.2,32.7,35.839999999999996,30.72,8.6
2017,4,Apr,2017-04-15,28.160000000000004,11.5224948215,32.8,72.2,33.28,35.839999999999996,32.7
2017,5,May,2017-05-15,23.040000000000003,19.499606621,31.1,141.1,28.160000000000004,33.28,72.2
2017,6,Jun,2017-06-15,19.968000000000004,23.044989643,29.8,181.5,23.040000000000003,28.160000000000004,141.1
2017,7,Jul,2017-07-15,18.432,24.817681154,29.4,200.3,19.968000000000004,23.040000000000003,181.5
2017,8,Aug,2017-08-15,17.919999999999998,25.704026909499998,29.2,221.4,18.432,19.968000000000004,200.3
2017,9,Sep,2017-09-15,19.200000000000003,26.590372665,28.7,252.6,17.919999999999998,18.432,221.4
2017,10,Oct,2017-10-15,20.480000000000004,23.044989643,28.0,221.9,19.200000000000003,17.919999999999998,252.6
2017,11,Nov,2017-11-15,25.6,16.840569354499998,27.0,83.2,20.480000000000004,19.200000000000003,221.9
2017,12,Dec,2017-12-15,29.439999999999998,12.408840577,25.9,22.1,25.6,20.480000000000004,83.2
2018,1,Jan,2018-01-15,23.010672,12.934583739000002,26.1,10.4,29.439999999999998,25.6,22.1
2018,2,Feb,2018-02-15,26.845784,10.582841241,27.8,8.6,23.010672,29.439999999999998,10.4
2018,3,Mar,2018-03-15,24.928228,11.75871249,30.2,32.7,26.845784,23.010672,8.6
2018,4,Apr,2018-04-15,21.093116000000002,15.286326237,32.8,72.2,24.928228,26.845784,32.7
2018,5,May,2018-05-15,17.258004,25.869167478000005,31.1,141.1,21.093116000000002,24.928228,72.2
2018,6,Jun,2018-06-15,14.956936800000001,30.572652474,29.8,181.5,17.258004,21.093116000000002,141.1
2018,7,Jul,2018-07-15,13.8064032,32.924394972,29.4,200.3,14.956936800000001,17.258004,181.5
2018,8,Aug,2018-08-15,13.422892,34.100266221,29.2,221.4,13.8064032,14.956936800000001,200.3
2018,9,Sep,2018-09-15,14.38167,35.27613747,28.7,252.6,13.422892,13.8064032,221.4
2018,10,Oct,2018-10-15,15.340448000000002,30.572652474,28.0,221.9,14.38167,13.422892,252.6
2018,11,Nov,2018-11-15,19.17556,22.341553731,27.0,83.2,15.340448000000002,14.38167,221.9
2018,12,Dec,2018-12-15,22.051894,16.462197486,25.9,22.1,19.17556,15.340448000000002,83.2
2019,1,Jan,2019-01-15,23.758992,6.5708350675,26.1,10.4,22.051894,19.17556,22.1
2019,2,Feb,2019-02-15,27.718823999999998,5.3761377825,27.8,8.6,23.758992,22.051894,10.4
2019,3,Mar,2019-03-15,25.738908000000002,5.973486425,30.2,32.7,27.718823999999998,23.758992,8.6
2019,4,Apr,2019-04-15,21.779076000000003,7.7655323525,32.8,72.2,25.738908000000002,27.718823999999998,32.7
2019,5,May,2019-05-15,17.819244,13.141670135,31.1,141.1,21.779076000000003,25.738908000000002,72.2
2019,6,Jun,2019-06-15,15.4433448,15.531064705,29.8,181.5,17.819244,21.779076000000003,141.1
2019,7,Jul,2019-07-15,14.2553952,16.72576199,29.4,200.3,15.4433448,17.819244,181.5
2019,8,Aug,2019-08-15,13.859411999999999,17.3231106325,29.2,221.4,14.2553952,15.4433448,200.3
2019,9,Sep,2019-09-15,14.84937,17.920459275,28.7,252.6,13.859411999999999,14.2553952,221.4
2019,10,Oct,2019-10-15,15.839328000000002,15.531064705,28.0,221.9,14.84937,13.859411999999999,252.6
2019,11,Nov,2019-11-15,19.79916,11.3496242075,27.0,83.2,15.839328000000002,14.84937,221.9
2019,12,Dec,2019-12-15,22.769033999999998,8.362880995,25.9,22.1,19.79916,15.839328000000002,83.2
